Code ECTS;Date;Promo;Matière;Enseignant;Horaire;Duree;†salle
2JVA;mardi 15 mars 2016;2;Java Standard Edition Part 2/2;PONS;16:00;2;
2SJF;mercredi 16 mars 2016;2;SUPINFO Job Forum A.Sc.2;ONLINE;14:00;2;
2SJF;mercredi 16 mars 2016;2;SUPINFO Job Forum A.Sc.2;ONLINE;16:00;2;
2JVA;jeudi 17 mars 2016;2;Java Standard Edition Part 2/2;PONS;09:00;2;
2JVA;jeudi 17 mars 2016;2;Java Standard Edition Part 2/2;PONS;11:00;2;
2JVA;jeudi 17 mars 2016;2;Java Standard Edition Part 2/2;PONS;14:00;2;
2JVA;jeudi 17 mars 2016;2;Java Standard Edition Part 2/2;PONS;16:00;2;
2LIN;lundi 21 mars 2016;2;Linux Technologies - Edge computing Soutenance† Mini Projet (4 etudiants -† Duree 20') (selon planning regional);BODIN;14:00;2;
2LIN;lundi 21 mars 2016;2;Linux Technologies - Edge computing Soutenance† Mini Projet (4 etudiants -† Duree 20') (selon planning regional);BODIN;16:00;2;
2JVA;mardi 22 mars 2016;2;Java Standard Edition SOE (Duree 10)(selon planning regional);PONS;09:00;2;
2JVA;mardi 22 mars 2016;2;Java Standard Edition SOE (Duree 10)(selon planning regional);PONS;11:00;2;
2JVA;mardi 22 mars 2016;2;Java Standard Edition SOE (Duree 10)(selon planning regional);PONS;14:00;2;
2JVA;mardi 22 mars 2016;2;Java Standard Edition SOE (Duree 10)(selon planning regional);PONS;16:00;2;
2WEB;jeudi 24 mars 2016;2;Web programming with PHP Part 1/2;CARDINALE;09:00;2;
2WEB;jeudi 24 mars 2016;2;Web programming with PHP Part 1/2;CARDINALE;11:00;2;
2WEB;vendredi 25 mars 2016;2;Web programming with PHP Part 1/2;CARDINALE;09:00;2;
2WEB;vendredi 25 mars 2016;2;Web programming with PHP Part 1/2;CARDINALE;11:00;2;
2ADS;vendredi 25 mars 2016;2;Advanced Algorithmics TP (Duree 4H);CAMPUS;14:00;2;
2ADS;vendredi 25 mars 2016;2;Advanced Algorithmics TP (Duree 4H);CAMPUS;16:00;2;
2WEB;mardi 29 mars 2016;2;Web programming with PHP Part 1/2;CARDINALE;09:00;2;
2WEB;mardi 29 mars 2016;2;Web programming with PHP Part 1/2;CARDINALE;11:00;2;
2WEB;mardi 29 mars 2016;2;Web programming with PHP Part 1/2;CARDINALE;14:00;2;
2WEB;mardi 29 mars 2016;2;Web programming with PHP Part 1/2;CARDINALE;16:00;2;
2WEB;jeudi 31 mars 2016;2;Web programming with PHP Part 1/2;CARDINALE;09:00;2;
2WEB;jeudi 31 mars 2016;2;Web programming with PHP Part 1/2;CARDINALE;11:00;2;
2WEB;jeudi 31 mars 2016;2;Web programming with PHP Part 1/2;CARDINALE;14:00;2;
2WEB;jeudi 31 mars 2016;2;Web programming with PHP Part 1/2;CARDINALE;16:00;2;
2WEB;vendredi 1 avril 2016;2;Web programming with PHP part 2/2;CARDINALE;09:00;2;
2WEB;vendredi 1 avril 2016;2;Web programming with PHP part 2/2;CARDINALE;11:00;2;
2WEB;vendredi 1 avril 2016;2;Web programming with PHP part 2/2;CARDINALE;14:00;2;
2WEB;vendredi 1 avril 2016;2;Web programming with PHP part 2/2;CARDINALE;16:00;2;
2WEB;lundi 4 avril 2016;2;Web programming with PHP part 2/2;CARDINALE;09:00;2;
2WEB;lundi 4 avril 2016;2;Web programming with PHP part 2/2;CARDINALE;11:00;2;
2WEB;lundi 4 avril 2016;2;Web programming with PHP part 2/2;CARDINALE;14:00;2;
2WEB;lundi 4 avril 2016;2;Web programming with PHP part 2/2;CARDINALE;16:00;2;
2WEB;mardi 5 avril 2016;2;Web programming with PHP part 2/2;CARDINALE;09:00;2;
2WEB;mardi 5 avril 2016;2;Web programming with PHP part 2/2;CARDINALE;11:00;2;
2WEB;mardi 5 avril 2016;2;Web programming with PHP part 2/2;CARDINALE;14:00;2;
2WEB;mardi 5 avril 2016;2;Web programming with PHP part 2/2;CARDINALE;16:00;2;
2CMP;jeudi 7 avril 2016;2;Compilation - Languages and translators Part 1/2;;09:00;2;
2CMP;jeudi 7 avril 2016;2;Compilation - Languages and translators Part 1/2;;11:00;2;
2CMP;jeudi 7 avril 2016;2;Compilation - Languages and translators Part 1/2;;14:00;2;
2CMP;jeudi 7 avril 2016;2;Compilation - Languages and translators Part 1/2;;16:00;2;
2CMP;vendredi 8 avril 2016;2;Compilation - Languages and translators Part 1/2;;09:00;2;
2CMP;vendredi 8 avril 2016;2;Compilation - Languages and translators Part 1/2;;11:00;2;
2CMP;vendredi 8 avril 2016;2;Compilation - Languages and translators Part 1/2;;14:00;2;
2CMP;vendredi 8 avril 2016;2;Compilation - Languages and translators Part 1/2;;16:00;2;
2JVA;mardi 12 avril 2016;2;Java Standard Edition Soutenance Mini Projet (4 etudiants - Duree 20') (selon planning regional);PONS;14:00;2;
2JVA;mardi 12 avril 2016;2;Java Standard Edition Soutenance Mini Projet (4 etudiants - Duree 20') (selon planning regional);PONS;16:00;2;
2ADS;jeudi 14 avril 2016;2;Advanced Algorithmics Soutenance Mini Projet 2 etudiants† (Duree 20')(selon planning regional);CAMPUS;09:00;2;
2ADS;jeudi 14 avril 2016;2;Advanced Algorithmics Soutenance Mini Projet 2 etudiants† (Duree 20')(selon planning regional);CAMPUS;11:00;2;
2ADS;vendredi 15 avril 2016;2;Advanced Algorithmics Soutenance Mini Projet 2 etudiants† (Duree 20')(selon planning regional);CAMPUS;14:00;2;
2ADS;vendredi 15 avril 2016;2;Advanced Algorithmics Soutenance Mini Projet 2 etudiants† (Duree 20')(selon planning regional);CAMPUS;16:00;2;
2JWB;lundi 2 mai 2016;2;Web Strategy;FORATO;09:00;2;
2JWB;lundi 2 mai 2016;2;Web Strategy;FORATO;11:00;2;
2JWB;lundi 2 mai 2016;2;Web Strategy;FORATO;14:00;2;
2JWB;lundi 2 mai 2016;2;Web Strategy;FORATO;16:00;2;
2JWB;mardi 3 mai 2016;2;Web Strategy;FORATO;09:00;2;
2JWB;mardi 3 mai 2016;2;Web Strategy;FORATO;11:00;2;
2JWB;mardi 3 mai 2016;2;Web Strategy;FORATO;14:00;2;
2JWB;mardi 3 mai 2016;2;Web Strategy;FORATO;16:00;2;
2PBS;lundi 9 mai 2016;2;Probabilities & Statistics;BONNEVIAL;09:00;2;
2PBS;lundi 9 mai 2016;2;Probabilities & Statistics;BONNEVIAL;11:00;2;
2PBS;lundi 9 mai 2016;2;Probabilities & Statistics;BONNEVIAL;14:00;2;
2PBS;lundi 9 mai 2016;2;Probabilities & Statistics;BONNEVIAL;16:00;2;
2PBS;mardi 10 mai 2016;2;Probabilities & Statistics;BONNEVIAL;09:00;2;
2PBS;mardi 10 mai 2016;2;Probabilities & Statistics;BONNEVIAL;11:00;2;
2PBS;mardi 10 mai 2016;2;Probabilities & Statistics;BONNEVIAL;14:00;2;
2PBS;mardi 10 mai 2016;2;Probabilities & Statistics;BONNEVIAL;16:00;2;
2PBS;jeudi 12 mai 2016;2;Probabilities & Statistics;BONNEVIAL;09:00;2;
2PBS;jeudi 12 mai 2016;2;Probabilities & Statistics;BONNEVIAL;11:00;2;
2PBS;jeudi 12 mai 2016;2;Probabilities & Statistics;BONNEVIAL;14:00;2;
2PBS;jeudi 12 mai 2016;2;Probabilities & Statistics;BONNEVIAL;16:00;2;
2WEB;mardi 17 mai 2016;2;Web programming with PHP TP (Duree 4H);CAMPUS;14:00;2;
2WEB;mardi 17 mai 2016;2;Web programming with PHP TP (Duree 4H);CAMPUS;16:00;2;
2JWB;jeudi 19 mai 2016;2;Web Strategy SOE (Duree 10') (selon planning regional);FORATO;09:00;2;
2JWB;jeudi 19 mai 2016;2;Web Strategy SOE (Duree 10') (selon planning regional);FORATO;11:00;2;
2CMP;jeudi 19 mai 2016;2;Compilation - Languages and translators TP (Duree 2H);CAMPUS;14:00;2;
2JWB;jeudi 19 mai 2016;2;Web Strategy SOE (Duree 10') (selon planning regional);FORATO;16:00;2;
2WEB;vendredi 20 mai 2016;2;Web programming with PHP SOE (Duree 10') (selon planning regional);CARDINALE;09:00;2;
2WEB;vendredi 20 mai 2016;2;Web programming with PHP SOE (Duree 10') (selon planning regional);CARDINALE;11:00;2;
2WEB;vendredi 20 mai 2016;2;Web programming with PHP SOE (Duree 10') (selon planning regional);CARDINALE;14:00;2;
2WEB;vendredi 20 mai 2016;2;Web programming with PHP SOE (Duree 10') (selon planning regional);CARDINALE;16:00;2;
2LAW;jeudi 26 mai 2016;2;Network Administration and Fraud;NANI;09:00;2;
2LAW;jeudi 26 mai 2016;2;Network Administration and Fraud;NANI;11:00;2;
2LAW;jeudi 26 mai 2016;2;Network Administration and Fraud;NANI;14:00;2;
2LAW;jeudi 26 mai 2016;2;Network Administration and Fraud;NANI;16:00;2;
2LAW;vendredi 27 mai 2016;2;Network Administration and Fraud;NANI;09:00;2;
2LAW;vendredi 27 mai 2016;2;Network Administration and Fraud;NANI;11:00;2;
2LAW;vendredi 27 mai 2016;2;Network Administration and Fraud;NANI;14:00;2;
2LAW;vendredi 27 mai 2016;2;Network Administration and Fraud;NANI;16:00;2;
2MGT;lundi 30 mai 2016;2;IT Management 2 - Functional areas of Business Management;PANIZZI;09:00;2;
2MGT;lundi 30 mai 2016;2;IT Management 2 - Functional areas of Business Management;PANIZZI;11:00;2;
2MGT;lundi 30 mai 2016;2;IT Management 2 - Functional areas of Business Management;PANIZZI;14:00;2;
2MGT;lundi 30 mai 2016;2;IT Management 2 - Functional areas of Business Management;PANIZZI;16:00;2;
2MGT;mardi 31 mai 2016;2;IT Management 2 - Functional areas of Business Management;PANIZZI;09:00;2;
2MGT;mardi 31 mai 2016;2;IT Management 2 - Functional areas of Business Management;PANIZZI;11:00;2;
2MGT;mardi 31 mai 2016;2;IT Management 2 - Functional areas of Business Management;PANIZZI;14:00;2;
2MGT;mardi 31 mai 2016;2;IT Management 2 - Functional areas of Business Management;PANIZZI;16:00;2;
2MGT;jeudi 2 juin 2016;2;IT Management 2 - Functional areas of Business Management;PANIZZI;09:00;2;
2MGT;jeudi 2 juin 2016;2;IT Management 2 - Functional areas of Business Management;PANIZZI;11:00;2;
2CMP;vendredi 3 juin 2016;2;Compilation - Languages and translators Part 2/2;;09:00;2;
2CMP;vendredi 3 juin 2016;2;Compilation - Languages and translators Part 2/2;;11:00;2;
2CMP;vendredi 3 juin 2016;2;Compilation - Languages and translators Part 2/2;;14:00;2;
2CMP;vendredi 3 juin 2016;2;Compilation - Languages and translators Part 2/2;;16:00;2;
2CMP;lundi 6 juin 2016;2;Compilation - Languages and translators Part 2/2;;09:00;2;
2CMP;lundi 6 juin 2016;2;Compilation - Languages and translators Part 2/2;;11:00;2;
2CMP;lundi 6 juin 2016;2;Compilation - Languages and translators Part 2/2;;14:00;2;
2CMP;lundi 6 juin 2016;2;Compilation - Languages and translators Part 2/2;;16:00;2;
2CMP;mardi 7 juin 2016;2;Compilation - Languages and translators Part 2/2;;09:00;2;
2CMP;mardi 7 juin 2016;2;Compilation - Languages and translators Part 2/2;;11:00;2;
2CMP;mardi 7 juin 2016;2;Compilation - Languages and translators Part 2/2;;14:00;2;
2CMP;mardi 7 juin 2016;2;Compilation - Languages and translators Part 2/2;;16:00;2;
2MGT;lundi 13 juin 2016;2;IT Management 2 - Functional areas of Business Management SOE (Duree 10') (selon planning regional);PANIZZI;09:00;2;
2MGT;lundi 13 juin 2016;2;IT Management 2 - Functional areas of Business Management SOE (Duree 10') (selon planning regional);PANIZZI;11:00;2;
2MGT;lundi 13 juin 2016;2;IT Management 2 - Functional areas of Business Management SOE (Duree 10') (selon planning regional);PANIZZI;14:00;2;
2MGT;lundi 13 juin 2016;2;IT Management 2 - Functional areas of Business Management SOE (Duree 10') (selon planning regional);PANIZZI;16:00;2;
2CMP;mardi 14 juin 2016;2;Compilation - Languages and translators TP (Duree 2H);CAMPUS;14:00;2;
2LAW;jeudi 16 juin 2016;2;Network Administration and Fraud SOE (Duree 10') (selon planning regional);NANI;14:00;2;
2LAW;jeudi 16 juin 2016;2;Network Administration and Fraud SOE (Duree 10') (selon planning regional);NANI;16:00;2;
2LAW;vendredi 17 juin 2016;2;Network Administration and Fraud SOE (Duree 10') (selon planning regional);NANI;14:00;2;
2LAW;vendredi 17 juin 2016;2;Network Administration and Fraud SOE (Duree 10') (selon planning regional);NANI;16:00;2;
2PBS;lundi 20 juin 2016;2;Probabilities & Statistics TP (Duree 4H);CAMPUS;14:00;2;
2PBS;lundi 20 juin 2016;2;Probabilities & Statistics TP (Duree 4H);CAMPUS;16:00;2;
2PBS;mardi 21 juin 2016;2;Probabilities & Statistics Soutenance Mini Projet (2 etudiants - Duree 20')(selon planning regional);BONNEVIAL;09:00;2;
2PBS;mardi 21 juin 2016;2;Probabilities & Statistics Soutenance Mini Projet (2 etudiants - Duree 20')(selon planning regional);BONNEVIAL;11:00;2;
2PBS;mardi 21 juin 2016;2;Probabilities & Statistics Soutenance Mini Projet (2 etudiants - Duree 20')(selon planning regional);BONNEVIAL;14:00;2;
2PBS;mardi 21 juin 2016;2;Probabilities & Statistics Soutenance Mini Projet (2 etudiants - Duree 20')(selon planning regional);BONNEVIAL;16:00;2;
2LAW;jeudi 23 juin 2016;2;Network Administration and Fraud QCM (Duree 2H);CAMPUS;14:00;2;
2ENG;jeudi 23 juin 2016;2;English Language† QCM† (SGES2);CAMPUS;16:00;2;
2DEV;lundi 27 juin 2016;2;Development Project 6 etudiants Maxi (Soutenance 20')(selon planning regional);SAM;09:00;2;
2DEV;lundi 27 juin 2016;2;Development Project 6 etudiants Maxi (Soutenance 20')(selon planning regional);SAM;11:00;2;
2MGT;lundi 27 juin 2016;2;IT Management 2 - Functional areas of Business Management QCM (Duree 2H);CAMPUS;14:00;2;
2ARC;mardi 28 juin 2016;2;Architecture Project 6 etudiants Maxi (Soutenance 20')(selon planning regional);SAM;09:00;2;
2ARC;mardi 28 juin 2016;2;Architecture Project 6 etudiants Maxi (Soutenance 20')(selon planning regional);SAM;11:00;2;
3JVA;lundi 2 novembre 2015;3;Enterprise Application Development;MEIMOUN;09:00;2;
3JVA;lundi 2 novembre 2015;3;Enterprise Application Development;MEIMOUN;11:00;2;
3JVA;lundi 2 novembre 2015;3;Enterprise Application Development;MEIMOUN;14:00;2;
3JVA;lundi 2 novembre 2015;3;Enterprise Application Development;MEIMOUN;16:00;2;
3JVA;mardi 3 novembre 2015;3;Enterprise Application Development;MEIMOUN;09:00;2;
3JVA;mardi 3 novembre 2015;3;Enterprise Application Development;MEIMOUN;11:00;2;
3JVA;mardi 3 novembre 2015;3;Enterprise Application Development;MEIMOUN;14:00;2;
3JVA;mardi 3 novembre 2015;3;Enterprise Application Development;MEIMOUN;16:00;2;
3JVA;mercredi 4 novembre 2015;3;Enterprise Application Development;MEIMOUN;09:00;2;
3JVA;mercredi 4 novembre 2015;3;Enterprise Application Development;MEIMOUN;11:00;2;
3JVA;mercredi 4 novembre 2015;3;Enterprise Application Development;MEIMOUN;14:00;2;
3JVA;mercredi 4 novembre 2015;3;Enterprise Application Development;MEIMOUN;16:00;2;
3JVA;lundi 9 novembre 2015;3;Enterprise Application Development;MEIMOUN;09:00;2;
3JVA;lundi 9 novembre 2015;3;Enterprise Application Development;MEIMOUN;11:00;2;
3JVA;lundi 9 novembre 2015;3;Enterprise Application Development;MEIMOUN;14:00;2;
3JVA;lundi 9 novembre 2015;3;Enterprise Application Development;MEIMOUN;16:00;2;
3LIN;mercredi 18 novembre 2015;3;Linux Technologies - Datacenter solutions part 1/2;DI CLEMENTE;09:00;2;
3LIN;mercredi 18 novembre 2015;3;Linux Technologies - Datacenter solutions part 1/2;DI CLEMENTE;11:00;2;
3LIN;mercredi 18 novembre 2015;3;Linux Technologies - Datacenter solutions part 1/2;DI CLEMENTE;14:00;2;
3LIN;mercredi 18 novembre 2015;3;Linux Technologies - Datacenter solutions part 1/2;DI CLEMENTE;16:00;2;
3LIN;lundi 23 novembre 2015;3;Linux Technologies - Datacenter solutions part 1/2;DI CLEMENTE;09:00;2;
3LIN;lundi 23 novembre 2015;3;Linux Technologies - Datacenter solutions part 1/2;DI CLEMENTE;11:00;2;
3LIN;lundi 23 novembre 2015;3;Linux Technologies - Datacenter solutions part 1/2;DI CLEMENTE;14:00;2;
3LIN;lundi 23 novembre 2015;3;Linux Technologies - Datacenter solutions part 1/2;DI CLEMENTE;16:00;2;
3LIN;mardi 24 novembre 2015;3;Linux Technologies - Datacenter solutions part 1/2;DI CLEMENTE;09:00;2;
3LIN;mardi 24 novembre 2015;3;Linux Technologies - Datacenter solutions part 1/2;DI CLEMENTE;11:00;2;
3LIN;mardi 24 novembre 2015;3;Linux Technologies - Datacenter solutions part 1/2;DI CLEMENTE;14:00;2;
3LIN;mardi 24 novembre 2015;3;Linux Technologies - Datacenter solutions part 1/2;DI CLEMENTE;16:00;2;
3JVA;mercredi 25 novembre 2015;3;Enterprise Application Development SOE (Duree 10')(selon planing regional);MEIMOUN;09:00;2;
3JVA;mercredi 25 novembre 2015;3;Enterprise Application Development SOE (Duree 10')(selon planing regional);MEIMOUN;11:00;2;
3ENG;mercredi 25 novembre 2015;3;English Language (Position Test Duree 2h30);CAMPUS;14:00;2;
3LIN;lundi 30 novembre 2015;3;Linux Technologies - Datacenter solutions† SOE (Duree 10') (selon planning regional);DI CLEMENTE;09:00;2;
3LIN;lundi 30 novembre 2015;3;Linux Technologies - Datacenter solutions† SOE (Duree 10') (selon planning regional);DI CLEMENTE;11:00;2;
3LIN;lundi 30 novembre 2015;3;Linux Technologies - Datacenter solutions† SOE (Duree 10') (selon planning regional);DI CLEMENTE;14:00;2;
3LIN;lundi 30 novembre 2015;3;Linux Technologies - Datacenter solutions† SOE (Duree 10') (selon planning regional);DI CLEMENTE;16:00;2;
3SJF;mercredi 2 dÈcembre 2015;3;SUPINFO Job Forum B.Sc;CAMPUS;14:00;2;
3SJF;mercredi 2 dÈcembre 2015;3;SUPINFO Job Forum B.Sc;CAMPUS;16:00;2;
3LIN;mardi 8 dÈcembre 2015;3;Linux Technologies - Datacenter solutions part 2/2;DI CLEMENTE;09:00;2;
3LIN;mardi 8 dÈcembre 2015;3;Linux Technologies - Datacenter solutions part 2/2;DI CLEMENTE;11:00;2;
3LIN;mardi 8 dÈcembre 2015;3;Linux Technologies - Datacenter solutions part 2/2;DI CLEMENTE;14:00;2;
3LIN;mardi 8 dÈcembre 2015;3;Linux Technologies - Datacenter solutions part 2/2;DI CLEMENTE;16:00;2;
3LIN;mercredi 9 dÈcembre 2015;3;Linux Technologies - Datacenter solutions part 2/2;DI CLEMENTE;09:00;2;
3LIN;mercredi 9 dÈcembre 2015;3;Linux Technologies - Datacenter solutions part 2/2;DI CLEMENTE;11:00;2;
3LIN;mercredi 9 dÈcembre 2015;3;Linux Technologies - Datacenter solutions part 2/2;DI CLEMENTE;14:00;2;
3LIN;mercredi 9 dÈcembre 2015;3;Linux Technologies - Datacenter solutions part 2/2;DI CLEMENTE;16:00;2;
3LIN;lundi 14 dÈcembre 2015;3;Linux Technologies - Datacenter solutions part 2/2;DI CLEMENTE;09:00;2;
3LIN;lundi 14 dÈcembre 2015;3;Linux Technologies - Datacenter solutions part 2/2;DI CLEMENTE;11:00;2;
3LIN;lundi 14 dÈcembre 2015;3;Linux Technologies - Datacenter solutions part 2/2;DI CLEMENTE;14:00;2;
3LIN;lundi 14 dÈcembre 2015;3;Linux Technologies - Datacenter solutions part 2/2;DI CLEMENTE;16:00;2;
3JVA;mercredi 16 dÈcembre 2015;3;Enterprise Application Development† Soutenance Mini Projet† (4 etudiants - Duree 20') (selon planning regional);MEIMOUN;09:00;2;
3JVA;mercredi 16 dÈcembre 2015;3;Enterprise Application Development† Soutenance Mini Projet† (4 etudiants - Duree 20') (selon planning regional);MEIMOUN;11:00;2;
3APL;lundi 4 janvier 2016;3;Swift and Cocoa development;MEIMOUN;09:00;2;
3APL;lundi 4 janvier 2016;3;Swift and Cocoa development;MEIMOUN;11:00;2;
3APL;lundi 4 janvier 2016;3;Swift and Cocoa development;MEIMOUN;14:00;2;
3APL;lundi 4 janvier 2016;3;Swift and Cocoa development;MEIMOUN;16:00;2;
3APL;mardi 5 janvier 2016;3;Swift and Cocoa development;MEIMOUN;09:00;2;
3APL;mardi 5 janvier 2016;3;Swift and Cocoa development;MEIMOUN;11:00;2;
3APL;mardi 5 janvier 2016;3;Swift and Cocoa development;MEIMOUN;14:00;2;
3APL;mardi 5 janvier 2016;3;Swift and Cocoa development;MEIMOUN;16:00;2;
3APL;mercredi 6 janvier 2016;3;Swift and Cocoa development;MEIMOUN;09:00;2;
3APL;mercredi 6 janvier 2016;3;Swift and Cocoa development;MEIMOUN;11:00;2;
3APL;mercredi 6 janvier 2016;3;Swift and Cocoa development;MEIMOUN;14:00;2;
3APL;mercredi 6 janvier 2016;3;Swift and Cocoa development;MEIMOUN;16:00;2;
3ASP;lundi 11 janvier 2016;3;Building Web Applications with ASP.NET MVC;MALFATTI;09:00;2;
3ASP;lundi 11 janvier 2016;3;Building Web Applications with ASP.NET MVC;MALFATTI;11:00;2;
3ASP;lundi 11 janvier 2016;3;Building Web Applications with ASP.NET MVC;MALFATTI;14:00;2;
3ASP;lundi 11 janvier 2016;3;Building Web Applications with ASP.NET MVC;MALFATTI;16:00;2;
3ASP;mardi 12 janvier 2016;3;Building Web Applications with ASP.NET MVC;MALFATTI;09:00;2;
3ASP;mardi 12 janvier 2016;3;Building Web Applications with ASP.NET MVC;MALFATTI;11:00;2;
3ASP;mardi 12 janvier 2016;3;Building Web Applications with ASP.NET MVC;MALFATTI;14:00;2;
3ASP;mardi 12 janvier 2016;3;Building Web Applications with ASP.NET MVC;MALFATTI;16:00;2;
3ASP;mercredi 13 janvier 2016;3;Building Web Applications with ASP.NET MVC;MALFATTI;09:00;2;
3ASP;mercredi 13 janvier 2016;3;Building Web Applications with ASP.NET MVC;MALFATTI;11:00;2;
3ASP;mercredi 13 janvier 2016;3;Building Web Applications with ASP.NET MVC;MALFATTI;14:00;2;
3ASP;mercredi 13 janvier 2016;3;Building Web Applications with ASP.NET MVC;MALFATTI;16:00;2;
3NET;lundi 18 janvier 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;09:00;2;
3NET;lundi 18 janvier 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;11:00;2;
3NET;lundi 18 janvier 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;14:00;2;
3NET;lundi 18 janvier 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;16:00;2;
3NET;mardi 19 janvier 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;09:00;2;
3NET;mardi 19 janvier 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;11:00;2;
3NET;mardi 19 janvier 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;14:00;2;
3NET;mardi 19 janvier 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;16:00;2;
3NET;mercredi 20 janvier 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;09:00;2;
3NET;mercredi 20 janvier 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;11:00;2;
3NET;mercredi 20 janvier 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;14:00;2;
3NET;mercredi 20 janvier 2016;3;.NET 4.5 Programming for Existing .NET Developers;BABIN;16:00;2;
3LIN;lundi 25 janvier 2016;3;Linux Technologies - Datacenter solutions Soutenance Mini Projet (4 etudiants - Duree 20') (selon planning regional);DI CLEMENTE;14:00;2;
3LIN;lundi 25 janvier 2016;3;Linux Technologies - Datacenter solutions Soutenance Mini Projet (4 etudiants - Duree 20') (selon planning regional);DI CLEMENTE;16:00;2;
3ORC;mardi 26 janvier 2016;3;Oracle Dabatabase Administration TP (Duree 2H);CAMPUS;14:00;2;
3NET;mercredi 27 janvier 2016;3;.NET 4.5 Programming for Existing .NET Developers SOE (Duree 10')(selon planning regional);BABIN;09:00;2;
3NET;mercredi 27 janvier 2016;3;.NET 4.5 Programming for Existing .NET Developers SOE (Duree 10')(selon planning regional);BABIN;11:00;2;
3ASP;mercredi 27 janvier 2016;3;Building Web Applications with ASP.NET MVC SOE (Duree 10')(selon planning regional);MALFATTI;14:00;2;
3ASP;mercredi 27 janvier 2016;3;Building Web Applications with ASP.NET MVC SOE (Duree 10')(selon planning regional);MALFATTI;16:00;2;
3MSA;lundi 1 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration;;09:00;2;
3MSA;lundi 1 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration;;11:00;2;
3MSA;lundi 1 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration;;14:00;2;
3MSA;lundi 1 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration;;16:00;2;
3MSA;mardi 2 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration;;09:00;2;
3MSA;mardi 2 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration;;11:00;2;
3MSA;mardi 2 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration;;14:00;2;
3MSA;mardi 2 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration;;16:00;2;
3MSA;mercredi 3 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration;;09:00;2;
3MSA;mercredi 3 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration;;11:00;2;
3MSA;mercredi 3 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration;;14:00;2;
3MSA;mercredi 3 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration;;16:00;2;
3MSA;lundi 8 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration;;09:00;2;
3MSA;lundi 8 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration;;11:00;2;
3MSA;lundi 8 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration;;14:00;2;
3MSA;lundi 8 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration;;16:00;2;
3APL;lundi 15 fÈvrier 2016;3;Swift and Cocoa development SOE (Dure 10')(selon planning regional);MEIMOUN;09:00;2;
3APL;lundi 15 fÈvrier 2016;3;Swift and Cocoa development SOE (Dure 10')(selon planning regional);MEIMOUN;11:00;2;
3APL;lundi 15 fÈvrier 2016;3;Swift and Cocoa development SOE (Dure 10')(selon planning regional);MEIMOUN;14:00;2;
3APL;lundi 15 fÈvrier 2016;3;Swift and Cocoa development SOE (Dure 10')(selon planning regional);MEIMOUN;16:00;2;
3MSA;mardi 16 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration SOE (Duree 10') (selon planning regional);;09:00;2;
3MSA;mardi 16 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration SOE (Duree 10') (selon planning regional);;11:00;2;
3ENG;mardi 16 fÈvrier 2016;3;English Language† QCM† (SGES1);CAMPUS;14:00;2;
3MSA;mercredi 17 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration SOE (Duree 10') (selon planning regional);;09:00;2;
3MSA;mercredi 17 fÈvrier 2016;3;Microsoft Windows 2012 Active Directory Administration SOE (Duree 10') (selon planning regional);;11:00;2;
3WPH;lundi 7 mars 2016;3;Microsoft Windows Phone Development;MALFATTI;09:00;2;
3WPH;lundi 7 mars 2016;3;Microsoft Windows Phone Development;MALFATTI;11:00;2;
3WPH;lundi 7 mars 2016;3;Microsoft Windows Phone Development;MALFATTI;14:00;2;
3WPH;lundi 7 mars 2016;3;Microsoft Windows Phone Development;MALFATTI;16:00;2;
3WPH;mardi 8 mars 2016;3;Microsoft Windows Phone Development;MALFATTI;09:00;2;
