Code ECTS;Date;Promo;Matière;Enseignant;Horaire;Duree;†salle
1ORC;lundi 2 mai 2016;1;SQL Fundamentals Part 2/2;BUFFET;14:00;2;
1ORC;lundi 2 mai 2016;1;SQL Fundamentals Part 2/2;BUFFET;16:00;2;
1ORC;mardi 3 mai 2016;1;SQL Fundamentals Part 2/2;BUFFET;09:00;2;
1ORC;mardi 3 mai 2016;1;SQL Fundamentals Part 2/2;BUFFET;11:00;2;
1ORC;mardi 3 mai 2016;1;SQL Fundamentals Part 2/2;BUFFET;14:00;2;
1ORC;mardi 3 mai 2016;1;SQL Fundamentals Part 2/2;BUFFET;16:00;2;
1ORC;lundi 9 mai 2016;1;SQL Fundamentals Part 2/2;BUFFET;09:00;2;
1ORC;lundi 9 mai 2016;1;SQL Fundamentals Part 2/2;BUFFET;11:00;2;
1JWB;mardi 10 mai 2016;1;Web Strategy;PLANCHON;09:00;2;
1JWB;mardi 10 mai 2016;1;Web Strategy;PLANCHON;11:00;2;
1JWB;mardi 10 mai 2016;1;Web Strategy;PLANCHON;14:00;2;
1JWB;mardi 10 mai 2016;1;Web Strategy;PLANCHON;16:00;2;
1JWB;jeudi 12 mai 2016;1;Web Strategy;PLANCHON;09:00;2;
1JWB;jeudi 12 mai 2016;1;Web Strategy;PLANCHON;11:00;2;
1JWB;jeudi 12 mai 2016;1;Web Strategy;PLANCHON;14:00;2;
1JWB;jeudi 12 mai 2016;1;Web Strategy;PLANCHON;16:00;2;
1JWB;vendredi 13 mai 2016;1;Web Strategy;PLANCHON;09:00;2;
1JWB;vendredi 13 mai 2016;1;Web Strategy;PLANCHON;11:00;2;
1JWB;vendredi 13 mai 2016;1;Web Strategy;PLANCHON;14:00;2;
1JWB;vendredi 13 mai 2016;1;Web Strategy;PLANCHON;16:00;2;
1SEC;mardi 17 mai 2016;1;Information System Security SOE (Duree 10') (selon planning regional);BONNEVIAL;09:00;2;
1SEC;mardi 17 mai 2016;1;Information System Security SOE (Duree 10') (selon planning regional);BONNEVIAL;11:00;2;
1LIN;mardi 17 mai 2016;1;Linux Technologies - System Fundamentals Soutenance Mini Projet(4 etudiants - Duree 20') (selon planning regional);DI CLEMENTE;14:00;2;
1LIN;mardi 17 mai 2016;1;Linux Technologies - System Fundamentals Soutenance Mini Projet(4 etudiants - Duree 20') (selon planning regional);DI CLEMENTE;16:00;2;
1SEC;jeudi 19 mai 2016;1;Information System Security SOE (Duree 10') (selon planning regional);BONNEVIAL;09:00;2;
1SEC;jeudi 19 mai 2016;1;Information System Security SOE (Duree 10') (selon planning regional);BONNEVIAL;11:00;2;
1ORC;jeudi 19 mai 2016;1;SQL Fundamentals SOE (Duree 10') (selon planning regional);BUFFET;14:00;2;
1ORC;jeudi 19 mai 2016;1;SQL Fundamentals SOE (Duree 10') (selon planning regional);BUFFET;16:00;2;
1ORC;vendredi 20 mai 2016;1;SQL Fundamentals TP (Duree 2H);CAMPUS;14:00;2;
1SEC;vendredi 20 mai 2016;1;Information System Security QCM (Duree 2H);CAMPUS;16:00;2;
1MSA;lundi 23 mai 2016;1;Windows Server 2012 Introduction;BLANC;09:00;2;
1MSA;lundi 23 mai 2016;1;Windows Server 2012 Introduction;BLANC;11:00;2;
1MSA;lundi 23 mai 2016;1;Windows Server 2012 Introduction;BLANC;14:00;2;
1MSA;lundi 23 mai 2016;1;Windows Server 2012 Introduction;BLANC;16:00;2;
1MSA;mardi 24 mai 2016;1;Windows Server 2012 Introduction;BLANC;09:00;2;
1MSA;mardi 24 mai 2016;1;Windows Server 2012 Introduction;BLANC;11:00;2;
1MSA;mardi 24 mai 2016;1;Windows Server 2012 Introduction;BLANC;14:00;2;
1MSA;mardi 24 mai 2016;1;Windows Server 2012 Introduction;BLANC;16:00;2;
1MSA;jeudi 26 mai 2016;1;Windows Server 2012 Introduction;BLANC;09:00;2;
1MSA;jeudi 26 mai 2016;1;Windows Server 2012 Introduction;BLANC;11:00;2;
1MSA;jeudi 26 mai 2016;1;Windows Server 2012 Introduction;BLANC;14:00;2;
1MSA;jeudi 26 mai 2016;1;Windows Server 2012 Introduction;BLANC;16:00;2;
1MSA;vendredi 27 mai 2016;1;Windows Server 2012 Introduction;BLANC;09:00;2;
1MSA;vendredi 27 mai 2016;1;Windows Server 2012 Introduction;BLANC;11:00;2;
1MSA;vendredi 27 mai 2016;1;Windows Server 2012 Introduction;BLANC;14:00;2;
1MSA;vendredi 27 mai 2016;1;Windows Server 2012 Introduction;BLANC;16:00;2;
1LAW;lundi 6 juin 2016;1;Internet Law and Intellectual Property;NANI;09:00;2;
1LAW;lundi 6 juin 2016;1;Internet Law and Intellectual Property;NANI;11:00;2;
1LAW;lundi 6 juin 2016;1;Internet Law and Intellectual Property;NANI;14:00;2;
1LAW;lundi 6 juin 2016;1;Internet Law and Intellectual Property;NANI;16:00;2;
1LAW;mardi 7 juin 2016;1;Internet Law and Intellectual Property;NANI;09:00;2;
1LAW;mardi 7 juin 2016;1;Internet Law and Intellectual Property;NANI;11:00;2;
1LAW;mardi 7 juin 2016;1;Internet Law and Intellectual Property;NANI;14:00;2;
1LAW;mardi 7 juin 2016;1;Internet Law and Intellectual Property;NANI;16:00;2;
1LAW;jeudi 9 juin 2016;1;Internet Law and Intellectual Property;NANI;09:00;2;
1LAW;jeudi 9 juin 2016;1;Internet Law and Intellectual Property;NANI;11:00;2;
1MSA;lundi 13 juin 2016;1;Windows Server 2012 Introduction† SOE (Duree 10 minutes)(selon planning regional);BLANC;09:00;2;
1MSA;lundi 13 juin 2016;1;Windows Server 2012 Introduction† SOE (Duree 10 minutes)(selon planning regional);BLANC;11:00;2;
1MSA;lundi 13 juin 2016;1;Windows Server 2012 Introduction† SOE (Duree 10 minutes)(selon planning regional);BLANC;14:00;2;
1MSA;lundi 13 juin 2016;1;Windows Server 2012 Introduction† SOE (Duree 10 minutes)(selon planning regional);BLANC;16:00;2;
1JWB;vendredi 17 juin 2016;1;Web Strategy SOE (Duree 10') (selon planning regional);PLANCHON;09:00;2;
1JWB;vendredi 17 juin 2016;1;Web Strategy SOE (Duree 10') (selon planning regional);PLANCHON;11:00;2;
1JWB;vendredi 17 juin 2016;1;Web Strategy SOE (Duree 10') (selon planning regional);PLANCHON;14:00;2;
1JWB;vendredi 17 juin 2016;1;Web Strategy SOE (Duree 10') (selon planning regional);PLANCHON;16:00;2;
1LAW;mardi 21 juin 2016;1;Internet Law and Intellectual Property SOE (Duree 10') (selon planning regional);NANI;09:00;2;
1LAW;mardi 21 juin 2016;1;Internet Law and Intellectual Property SOE (Duree 10') (selon planning regional);NANI;11:00;2;
1LAW;mardi 21 juin 2016;1;Internet Law and Intellectual Property SOE (Duree 10') (selon planning regional);NANI;14:00;2;
1LAW;mardi 21 juin 2016;1;Internet Law and Intellectual Property SOE (Duree 10') (selon planning regional);NANI;16:00;2;
1LAW;jeudi 23 juin 2016;1;Internet Law and Intellectual Property QCM (Duree 2H);CAMPUS;14:00;2;
1ENG;jeudi 23 juin 2016;1;English Language† QCM† (SGES2);CAMPUS;16:00;2;
1JWB;vendredi 24 juin 2016;1;Web Strategy TP (Duree 2H);CAMPUS;14:00;2;
1ARC;lundi 27 juin 2016;1;System Architecture Project (Soutenance 20')(selon planning regional);SAM;09:00;2;
1ARC;lundi 27 juin 2016;1;System Architecture Project (Soutenance 20')(selon planning regional);SAM;11:00;2;
1MSA;lundi 27 juin 2016;1;Windows Server 2012 Introduction† Soutenance Mini Projet (4 ettudiants maxi - Duree 20 minutes);BLANC;14:00;2;
1MSA;lundi 27 juin 2016;1;Windows Server 2012 Introduction† Soutenance Mini Projet (4 ettudiants maxi - Duree 20 minutes);BLANC;16:00;2;
1DEV;mardi 28 juin 2016;1;Development Project (Soutenance 20')(selon planning regional);SAM;09:00;2;
1DEV;mardi 28 juin 2016;1;Development Project (Soutenance 20')(selon planning regional);SAM;11:00;2;
2ORC;lundi 2 novembre 2015;2;PL/SQL Fundamentals;SAVARESSE;09:00;2;
2ORC;lundi 2 novembre 2015;2;PL/SQL Fundamentals;SAVARESSE;11:00;2;
2ORC;lundi 2 novembre 2015;2;PL/SQL Fundamentals;SAVARESSE;14:00;2;
2ORC;lundi 2 novembre 2015;2;PL/SQL Fundamentals;SAVARESSE;16:00;2;
2ORC;mardi 3 novembre 2015;2;PL/SQL Fundamentals;SAVARESSE;09:00;2;
2ORC;mardi 3 novembre 2015;2;PL/SQL Fundamentals;SAVARESSE;11:00;2;
2ORC;mardi 3 novembre 2015;2;PL/SQL Fundamentals;SAVARESSE;14:00;2;
2ORC;mardi 3 novembre 2015;2;PL/SQL Fundamentals;SAVARESSE;16:00;2;
2ORC;jeudi 5 novembre 2015;2;PL/SQL Fundamentals;SAVARESSE;09:00;2;
2ORC;jeudi 5 novembre 2015;2;PL/SQL Fundamentals;SAVARESSE;11:00;2;
2ORC;jeudi 5 novembre 2015;2;PL/SQL Fundamentals;SAVARESSE;14:00;2;
2ORC;jeudi 5 novembre 2015;2;PL/SQL Fundamentals;SAVARESSE;16:00;2;
2ORC;vendredi 6 novembre 2015;2;PL/SQL Fundamentals;SAVARESSE;09:00;2;
2ORC;vendredi 6 novembre 2015;2;PL/SQL Fundamentals;SAVARESSE;11:00;2;
2ORC;vendredi 6 novembre 2015;2;PL/SQL Fundamentals;SAVARESSE;14:00;2;
2ORC;vendredi 6 novembre 2015;2;PL/SQL Fundamentals;SAVARESSE;16:00;2;
2OOP;lundi 9 novembre 2015;2;Object Oriented Programming;ROUX;09:00;2;
2OOP;lundi 9 novembre 2015;2;Object Oriented Programming;ROUX;11:00;2;
2OOP;lundi 9 novembre 2015;2;Object Oriented Programming;ROUX;14:00;2;
2OOP;lundi 9 novembre 2015;2;Object Oriented Programming;ROUX;16:00;2;
2MSA;lundi 16 novembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure Part 1/2;BLANC;09:00;2;
2MSA;lundi 16 novembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure Part 1/2;BLANC;11:00;2;
2MSA;lundi 16 novembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure Part 1/2;BLANC;14:00;2;
2MSA;lundi 16 novembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure Part 1/2;BLANC;16:00;2;
2MSA;mardi 17 novembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure Part 1/2;BLANC;09:00;2;
2MSA;mardi 17 novembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure Part 1/2;BLANC;11:00;2;
2MSA;mardi 17 novembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure Part 1/2;BLANC;14:00;2;
2MSA;mardi 17 novembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure Part 1/2;BLANC;16:00;2;
2OOP;mercredi 18 novembre 2015;2;Object Oriented Programming;ROUX;09:00;2;
2OOP;mercredi 18 novembre 2015;2;Object Oriented Programming;ROUX;11:00;2;
2OOP;mercredi 18 novembre 2015;2;Object Oriented Programming;ROUX;14:00;2;
2OOP;mercredi 18 novembre 2015;2;Object Oriented Programming;ROUX;16:00;2;
2MSA;jeudi 19 novembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure Part 1/2;BLANC;09:00;2;
2MSA;jeudi 19 novembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure Part 1/2;BLANC;11:00;2;
2MSA;jeudi 19 novembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure Part 1/2;BLANC;14:00;2;
2MSA;jeudi 19 novembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure Part 1/2;BLANC;16:00;2;
2MSA;vendredi 20 novembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure Part 1/2;BLANC;09:00;2;
2MSA;vendredi 20 novembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure Part 1/2;BLANC;11:00;2;
2MSA;vendredi 20 novembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure Part 1/2;BLANC;14:00;2;
2MSA;vendredi 20 novembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure Part 1/2;BLANC;16:00;2;
2ORC;lundi 23 novembre 2015;2;PL/SQL Fundamentals SOE (Duree 10') (selon planning regional);SAVARESSE;09:00;2;
2ORC;lundi 23 novembre 2015;2;PL/SQL Fundamentals SOE (Duree 10') (selon planning regional);SAVARESSE;11:00;2;
2ORC;lundi 23 novembre 2015;2;PL/SQL Fundamentals SOE (Duree 10') (selon planning regional);SAVARESSE;14:00;2;
2ORC;lundi 23 novembre 2015;2;PL/SQL Fundamentals SOE (Duree 10') (selon planning regional);SAVARESSE;16:00;2;
2CPP;mardi 24 novembre 2015;2;C++ Language;ROUX;09:00;2;
2CPP;mardi 24 novembre 2015;2;C++ Language;ROUX;11:00;2;
2ENG;mardi 24 novembre 2015;2;English Language (Position Test Duree 2h30);CAMPUS;14:00;2;
2UML;lundi 30 novembre 2015;2;UML;PANIZZI;09:00;2;
2UML;lundi 30 novembre 2015;2;UML;PANIZZI;11:00;2;
2UML;lundi 30 novembre 2015;2;UML;PANIZZI;14:00;2;
2UML;lundi 30 novembre 2015;2;UML;PANIZZI;16:00;2;
2UML;mardi 1 dÈcembre 2015;2;UML;PANIZZI;09:00;2;
2UML;mardi 1 dÈcembre 2015;2;UML;PANIZZI;11:00;2;
2UML;mardi 1 dÈcembre 2015;2;UML;PANIZZI;14:00;2;
2UML;mardi 1 dÈcembre 2015;2;UML;PANIZZI;16:00;2;
2SJF;mercredi 2 dÈcembre 2015;2;SUPINFO Job Forum A.Sc.2;ONLINE;14:00;2;
2SJF;mercredi 2 dÈcembre 2015;2;SUPINFO Job Forum A.Sc.2;ONLINE;16:00;2;
2UML;jeudi 3 dÈcembre 2015;2;UML;PANIZZI;09:00;2;
2UML;jeudi 3 dÈcembre 2015;2;UML;PANIZZI;11:00;2;
2NET;lundi 7 dÈcembre 2015;2;Microsoft .NET Foundations and Enterprise Applications Part 1/2;ELYAZZAOUI;09:00;2;
2NET;lundi 7 dÈcembre 2015;2;Microsoft .NET Foundations and Enterprise Applications Part 1/2;ELYAZZAOUI;11:00;2;
2NET;lundi 7 dÈcembre 2015;2;Microsoft .NET Foundations and Enterprise Applications Part 1/2;ELYAZZAOUI;14:00;2;
2NET;lundi 7 dÈcembre 2015;2;Microsoft .NET Foundations and Enterprise Applications Part 1/2;ELYAZZAOUI;16:00;2;
2CPP;mardi 8 dÈcembre 2015;2;C++ Language;ROUX;09:00;2;
2CPP;mardi 8 dÈcembre 2015;2;C++ Language;ROUX;11:00;2;
2CPP;mardi 8 dÈcembre 2015;2;C++ Language;ROUX;14:00;2;
2CPP;mardi 8 dÈcembre 2015;2;C++ Language;ROUX;16:00;2;
2OOP;mercredi 9 dÈcembre 2015;2;Object Oriented Programming;ROUX;09:00;2;
2OOP;mercredi 9 dÈcembre 2015;2;Object Oriented Programming;ROUX;11:00;2;
2CPP;mercredi 9 dÈcembre 2015;2;C++ Language;ROUX;14:00;2;
2CPP;mercredi 9 dÈcembre 2015;2;C++ Language;ROUX;16:00;2;
2NET;jeudi 10 dÈcembre 2015;2;Microsoft .NET Foundations and Enterprise Applications Part 1/2;ELYAZZAOUI;09:00;2;
2NET;jeudi 10 dÈcembre 2015;2;Microsoft .NET Foundations and Enterprise Applications Part 1/2;ELYAZZAOUI;11:00;2;
2NET;jeudi 10 dÈcembre 2015;2;Microsoft .NET Foundations and Enterprise Applications Part 1/2;ELYAZZAOUI;14:00;2;
2NET;jeudi 10 dÈcembre 2015;2;Microsoft .NET Foundations and Enterprise Applications Part 1/2;ELYAZZAOUI;16:00;2;
2NET;vendredi 11 dÈcembre 2015;2;Microsoft .NET Foundations and Enterprise Applications Part 1/2;ELYAZZAOUI;09:00;2;
2NET;vendredi 11 dÈcembre 2015;2;Microsoft .NET Foundations and Enterprise Applications Part 1/2;ELYAZZAOUI;11:00;2;
2NET;vendredi 11 dÈcembre 2015;2;Microsoft .NET Foundations and Enterprise Applications Part 1/2;ELYAZZAOUI;14:00;2;
2NET;vendredi 11 dÈcembre 2015;2;Microsoft .NET Foundations and Enterprise Applications Part 1/2;ELYAZZAOUI;16:00;2;
2OOP;lundi 14 dÈcembre 2015;2;Object Oriented Programming SOE (Duree 10')(selon planning regional);ROUX;09:00;2;
2OOP;lundi 14 dÈcembre 2015;2;Object Oriented Programming SOE (Duree 10')(selon planning regional);ROUX;11:00;2;
2ORC;lundi 14 dÈcembre 2015;2;PL/SQL Fundamentals TP (Duree 2H);CAMPUS;14:00;2;
2OOP;mardi 15 dÈcembre 2015;2;Object Oriented Programming TP (Duree 4H);CAMPUS;14:00;2;
2OOP;mardi 15 dÈcembre 2015;2;Object Oriented Programming TP (Duree 4H);CAMPUS;16:00;2;
2UML;mercredi 16 dÈcembre 2015;2;UML SOE (Duree 10)(selon planning regional);PANIZZI;09:00;2;
2UML;mercredi 16 dÈcembre 2015;2;UML SOE (Duree 10)(selon planning regional);PANIZZI;11:00;2;
2MSA;jeudi 17 dÈcembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure Soutenance Mini Projet( 4 etudiants -† Duree 20') (selon planning regional);BLANC;09:00;2;
2MSA;jeudi 17 dÈcembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure Soutenance Mini Projet( 4 etudiants -† Duree 20') (selon planning regional);BLANC;11:00;2;
2MSA;jeudi 17 dÈcembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure SOE (Duree 10') (selon planning regional);BLANC;14:00;2;
2MSA;jeudi 17 dÈcembre 2015;2;Microsoft Windows 2012 Administration and Network Infrastructure SOE (Duree 10') (selon planning regional);BLANC;16:00;2;
2NET;lundi 4 janvier 2016;2;Microsoft .NET Foundations and Enterprise Applications Part 2/2;ELYAZZAOUI;09:00;2;
2NET;lundi 4 janvier 2016;2;Microsoft .NET Foundations and Enterprise Applications Part 2/2;ELYAZZAOUI;11:00;2;
2NET;lundi 4 janvier 2016;2;Microsoft .NET Foundations and Enterprise Applications Part 2/2;ELYAZZAOUI;14:00;2;
2NET;lundi 4 janvier 2016;2;Microsoft .NET Foundations and Enterprise Applications Part 2/2;ELYAZZAOUI;16:00;2;
2NET;mardi 5 janvier 2016;2;Microsoft .NET Foundations and Enterprise Applications Part 2/2;ELYAZZAOUI;09:00;2;
2NET;mardi 5 janvier 2016;2;Microsoft .NET Foundations and Enterprise Applications Part 2/2;ELYAZZAOUI;11:00;2;
2NET;mardi 5 janvier 2016;2;Microsoft .NET Foundations and Enterprise Applications Part 2/2;ELYAZZAOUI;14:00;2;
2NET;mardi 5 janvier 2016;2;Microsoft .NET Foundations and Enterprise Applications Part 2/2;ELYAZZAOUI;16:00;2;
2NET;jeudi 7 janvier 2016;2;Microsoft .NET Foundations and Enterprise Applications Part 2/2;ELYAZZAOUI;09:00;2;
2NET;jeudi 7 janvier 2016;2;Microsoft .NET Foundations and Enterprise Applications Part 2/2;ELYAZZAOUI;11:00;2;
2NET;jeudi 7 janvier 2016;2;Microsoft .NET Foundations and Enterprise Applications Part 2/2;ELYAZZAOUI;14:00;2;
2NET;jeudi 7 janvier 2016;2;Microsoft .NET Foundations and Enterprise Applications Part 2/2;ELYAZZAOUI;16:00;2;
2GRA;lundi 11 janvier 2016;2;Graphs theory;DI CLEMENTE;09:00;2;
2GRA;lundi 11 janvier 2016;2;Graphs theory;DI CLEMENTE;11:00;2;
2GRA;lundi 11 janvier 2016;2;Graphs theory;DI CLEMENTE;14:00;2;
2GRA;lundi 11 janvier 2016;2;Graphs theory;DI CLEMENTE;16:00;2;
2GRA;mardi 12 janvier 2016;2;Graphs theory;DI CLEMENTE;09:00;2;
2GRA;mardi 12 janvier 2016;2;Graphs theory;DI CLEMENTE;11:00;2;
2GRA;mardi 12 janvier 2016;2;Graphs theory;DI CLEMENTE;14:00;2;
2GRA;mardi 12 janvier 2016;2;Graphs theory;DI CLEMENTE;16:00;2;
2GRA;jeudi 14 janvier 2016;2;Graphs theory;DI CLEMENTE;09:00;2;
2GRA;jeudi 14 janvier 2016;2;Graphs theory;DI CLEMENTE;11:00;2;
2GRA;jeudi 14 janvier 2016;2;Graphs theory;DI CLEMENTE;14:00;2;
2GRA;jeudi 14 janvier 2016;2;Graphs theory;DI CLEMENTE;16:00;2;
2LIN;lundi 18 janvier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;09:00;2;
2LIN;lundi 18 janvier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;11:00;2;
2LIN;lundi 18 janvier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;14:00;2;
2LIN;lundi 18 janvier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;16:00;2;
2LIN;mardi 19 janvier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;09:00;2;
2LIN;mardi 19 janvier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;11:00;2;
2LIN;mardi 19 janvier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;14:00;2;
2LIN;mardi 19 janvier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;16:00;2;
2LIN;jeudi 21 janvier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;09:00;2;
2LIN;jeudi 21 janvier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;11:00;2;
2LIN;jeudi 21 janvier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;14:00;2;
2LIN;jeudi 21 janvier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;16:00;2;
2GRA;lundi 25 janvier 2016;2;Graphs theory SOE (Duree 10') (selon planning regional);DI CLEMENTE;09:00;2;
2GRA;lundi 25 janvier 2016;2;Graphs theory SOE (Duree 10') (selon planning regional);DI CLEMENTE;11:00;2;
2UML;lundi 25 janvier 2016;2;UML TP (Duree 4H);CAMPUS;14:00;2;
2UML;lundi 25 janvier 2016;2;UML TP (Duree 4H);CAMPUS;16:00;2;
2CPP;mardi 26 janvier 2016;2;C++ Language TP (Duree 4H);CAMPUS;14:00;2;
2CPP;mardi 26 janvier 2016;2;C++ Language TP (Duree 4H);CAMPUS;16:00;2;
2NET;jeudi 28 janvier 2016;2;Microsoft .NET Foundations and Enterprise Applications TP (Duree 4H);CAMPUS;14:00;2;
2NET;jeudi 28 janvier 2016;2;Microsoft .NET Foundations and Enterprise Applications TP (Duree 4H);CAMPUS;16:00;2;
2JVA;lundi 1 fÈvrier 2016;2;Java Standard Edition Part 1/2;PONS;09:00;2;
2JVA;lundi 1 fÈvrier 2016;2;Java Standard Edition Part 1/2;PONS;11:00;2;
2JVA;lundi 1 fÈvrier 2016;2;Java Standard Edition Part 1/2;PONS;14:00;2;
2JVA;lundi 1 fÈvrier 2016;2;Java Standard Edition Part 1/2;PONS;16:00;2;
2JVA;mardi 2 fÈvrier 2016;2;Java Standard Edition Part 1/2;PONS;09:00;2;
2JVA;mardi 2 fÈvrier 2016;2;Java Standard Edition Part 1/2;PONS;11:00;2;
2JVA;mardi 2 fÈvrier 2016;2;Java Standard Edition Part 1/2;PONS;14:00;2;
2JVA;mardi 2 fÈvrier 2016;2;Java Standard Edition Part 1/2;PONS;16:00;2;
2JVA;jeudi 4 fÈvrier 2016;2;Java Standard Edition Part 1/2;PONS;09:00;2;
2JVA;jeudi 4 fÈvrier 2016;2;Java Standard Edition Part 1/2;PONS;11:00;2;
2JVA;jeudi 4 fÈvrier 2016;2;Java Standard Edition Part 1/2;PONS;14:00;2;
2JVA;jeudi 4 fÈvrier 2016;2;Java Standard Edition Part 1/2;PONS;16:00;2;
2LIN;lundi 8 fÈvrier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;09:00;2;
2LIN;lundi 8 fÈvrier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;11:00;2;
2LIN;lundi 8 fÈvrier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;14:00;2;
2LIN;lundi 8 fÈvrier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;16:00;2;
2LIN;mardi 9 fÈvrier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;09:00;2;
2LIN;mardi 9 fÈvrier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;11:00;2;
2LIN;mardi 9 fÈvrier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;14:00;2;
2LIN;mardi 9 fÈvrier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;16:00;2;
2LIN;jeudi 11 fÈvrier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;09:00;2;
2LIN;jeudi 11 fÈvrier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;11:00;2;
2LIN;jeudi 11 fÈvrier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;14:00;2;
2LIN;jeudi 11 fÈvrier 2016;2;Linux Technologies - Edge computing Part 1/2;BODIN;16:00;2;
2ENG;mardi 16 fÈvrier 2016;2;English Language† QCM† (SGES1);CAMPUS;14:00;2;
2LIN;jeudi 18 fÈvrier 2016;2;Linux Technologies - Edge computing SOE (Duree 10') (selon planning regional);BODIN;09:00;2;
2LIN;jeudi 18 fÈvrier 2016;2;Linux Technologies - Edge computing SOE (Duree 10') (selon planning regional);BODIN;11:00;2;
2GRA;jeudi 18 fÈvrier 2016;2;Graphs theory TP (Duree 4H);CAMPUS;14:00;2;
2GRA;jeudi 18 fÈvrier 2016;2;Graphs theory TP (Duree 4H);CAMPUS;16:00;2;
2LIN;vendredi 19 fÈvrier 2016;2;Linux Technologies - Edge computing SOE (Duree 10') (selon planning regional);BODIN;09:00;2;
2LIN;vendredi 19 fÈvrier 2016;2;Linux Technologies - Edge computing SOE (Duree 10') (selon planning regional);BODIN;11:00;2;
2ADS;lundi 7 mars 2016;2;Advanced Algorithmics;GALLERON;09:00;2;
2ADS;lundi 7 mars 2016;2;Advanced Algorithmics;GALLERON;11:00;2;
2ADS;lundi 7 mars 2016;2;Advanced Algorithmics;GALLERON;14:00;2;
2ADS;lundi 7 mars 2016;2;Advanced Algorithmics;GALLERON;16:00;2;
2ADS;mardi 8 mars 2016;2;Advanced Algorithmics;GALLERON;09:00;2;
2ADS;mardi 8 mars 2016;2;Advanced Algorithmics;GALLERON;11:00;2;
2ADS;mardi 8 mars 2016;2;Advanced Algorithmics;GALLERON;14:00;2;
2ADS;mardi 8 mars 2016;2;Advanced Algorithmics;GALLERON;16:00;2;
2ADS;jeudi 10 mars 2016;2;Advanced Algorithmics;GALLERON;09:00;2;
2ADS;jeudi 10 mars 2016;2;Advanced Algorithmics;GALLERON;11:00;2;
2ADS;jeudi 10 mars 2016;2;Advanced Algorithmics;GALLERON;14:00;2;
2ADS;jeudi 10 mars 2016;2;Advanced Algorithmics;GALLERON;16:00;2;
2ADS;vendredi 11 mars 2016;2;Advanced Algorithmics;GALLERON;09:00;2;
2ADS;vendredi 11 mars 2016;2;Advanced Algorithmics;GALLERON;11:00;2;
2ADS;vendredi 11 mars 2016;2;Advanced Algorithmics;GALLERON;14:00;2;
2ADS;vendredi 11 mars 2016;2;Advanced Algorithmics;GALLERON;16:00;2;
2JVA;lundi 14 mars 2016;2;Java Standard Edition Part 2/2;PONS;09:00;2;
2JVA;lundi 14 mars 2016;2;Java Standard Edition Part 2/2;PONS;11:00;2;
2JVA;lundi 14 mars 2016;2;Java Standard Edition Part 2/2;PONS;14:00;2;
2JVA;lundi 14 mars 2016;2;Java Standard Edition Part 2/2;PONS;16:00;2;
2JVA;mardi 15 mars 2016;2;Java Standard Edition Part 2/2;PONS;09:00;2;
2JVA;mardi 15 mars 2016;2;Java Standard Edition Part 2/2;PONS;11:00;2;
2JVA;mardi 15 mars 2016;2;Java Standard Edition Part 2/2;PONS;14:00;2;
